Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
1,12.831,12.831,4,13.054,13.054,3,12.990,12.990,2,12.843,12.843
2,9.995,22.825,3,9.786,22.839,4,9.992,22.981,1,9.827,22.669
4,9.774,32.599,2,9.520,32.359,3,9.484,32.465,1,9.405,32.073
4,9.412,42.011,2,9.536,41.894,3,9.502,41.967,1,9.013,41.085
4,9.862,51.872,1,9.137,51.031,2,9.193,51.160,3,10.125,51.210
4,8.604,1:00.476,3,9.234,1:00.265,2,9.051,1:00.211,1,9.002,1:00.211
4,9.061,1:09.537,3,8.933,1:09.198,1,8.748,1:08.958,2,8.984,1:09.194
4,9.131,1:18.667,1,8.953,1:18.150,2,9.480,1:18.438,3,9.415,1:18.609
3,9.39,1:28.053,1,9.54,1:27.686,2,9.48,1:27.915,4,10.79,1:29.390
