Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,Lasse WILMS POSITION,Lasse WILMS LAP TIME,Lasse WILMS ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
3,12.68,12.68,5,13.15,13.15,1,12.29,12.29,2,12.38,12.38,4,13.02,13.02
4,9.55,22.23,5,9.78,22.93,1,9.40,21.69,2,9.39,21.77,3,8.99,22.01
4,9.56,31.79,5,9.72,32.65,1,9.43,31.12,2,9.45,31.22,3,9.39,31.40
4,9.62,41.41,5,10.02,42.67,2,9.38,40.50,1,9.26,40.48,3,9.26,40.66
4,9.82,51.23,5,10.48,53.15,2,9.31,49.81,1,9.23,49.71,3,9.30,49.96
4,10.24,1:01.47,5,10.70,1:03.85,2,9.30,59.11,1,9.30,59.01,3,9.30,59.26
4,10.53,1:12.00,5,11.21,1:15.06,2,9.50,1:08.61,1,9.29,1:08.30,3,9.45,1:08.71
4,10.86,1:22.86,5,11.68,1:26.74,3,9.92,1:18.53,1,9.57,1:17.87,2,9.51,1:18.22
4,10.86,1:33.718,5,11.99,1:38.722,3,10.30,1:28.825,2,9.87,1:27.740,1,9.25,1:27.465
