Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
2,6.83,6.83,4,6.96,6.96,1,6.63,6.63,3,6.96,6.96
2,8.74,15.57,3,8.78,15.74,1,8.70,15.33,4,8.98,15.94
2,8.35,23.92,3,8.32,24.06,1,8.38,23.71,4,8.20,24.14
2,8.43,32.35,3,8.82,32.88,1,8.50,32.21,4,16.61,40.75
2,8.71,41.060,3,28.50,1:01.371,1,8.85,41.056,0,,PEN
