Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,WEI Jiguang POSITION,WEI Jiguang LAP TIME,WEI Jiguang ELAPSED TIME
2,6.860,6.860,1,6.710,6.710,3,7.060,7.060,4,7.270,7.270
2,9.110,15.980,1,9.110,15.830,4,9.130,16.190,3,8.920,16.190
2,8.670,24.660,1,8.810,24.640,3,8.720,24.920,4,8.750,24.940
1,8.900,33.560,2,8.960,33.610,4,8.900,33.820,3,8.840,33.790
1,9.210,42.770,4,10.350,43.970,2,9.270,43.100,3,9.730,43.530
