Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,7.34,7.34,2,7.58,7.58,3,7.69,7.69,4,7.80,7.80
1,9.56,16.90,2,9.66,17.24,3,9.58,17.27,4,9.60,17.40
1,9.16,26.06,2,9.16,26.40,3,9.32,26.59,4,9.28,26.68
1,9.24,35.30,2,9.36,35.76,3,9.61,36.20,4,30.31,56.99
1,9.67,44.965,2,9.69,45.447,3,9.79,45.986,4,19.31,1:16.294
