Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME
1,6.77,6.77,3,7.01,7.01,2,6.90,6.90,4,7.18,7.18
1,9.03,15.80,3,8.96,15.97,2,8.99,15.89,4,8.91,16.09
1,8.76,24.56,2,8.66,24.63,4,9.04,24.93,3,8.68,24.77
1,8.79,33.35,3,8.87,33.50,4,8.95,33.88,2,8.69,33.46
1,9.06,42.406,3,9.40,42.894,4,9.06,42.932,2,8.98,42.440
