Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
4,7.46,7.46,2,7.22,7.22,1,7.06,7.06,3,7.40,7.40
4,9.68,17.15,2,9.50,16.73,1,9.41,16.48,3,9.42,16.83
4,8.67,25.82,2,8.83,25.56,1,8.76,25.24,3,8.95,25.78
4,8.69,34.51,2,8.69,34.26,1,8.75,33.99,3,8.67,34.45
4,9.10,43.607,2,8.85,43.101,1,9.05,43.031,3,8.98,43.428
