Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME
1,6.75,6.75,3,7.09,7.09,2,6.91,6.91,4,7.10,7.10
1,8.77,15.52,4,9.06,16.15,2,8.75,15.66,3,8.78,15.88
1,8.26,23.78,4,8.49,24.64,2,8.46,24.12,3,8.33,24.21
1,8.41,32.19,4,8.56,33.20,3,8.69,32.81,2,8.44,32.65
1,8.56,40.75,4,9.04,42.24,3,8.77,41.58,2,8.59,41.24
