Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME,Miodrag POPOVIC POSITION,Miodrag POPOVIC LAP TIME,Miodrag POPOVIC ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME
2,7.506,7.506,4,9.140,9.140,3,8.932,8.932,1,7.461,7.461
1,8.562,16.067,4,11.219,20.359,3,9.589,18.520,2,8.953,16.414
1,8.894,24.960,4,10.850,31.208,3,8.805,27.325,2,8.692,25.105
1,8.900,33.860,4,14.636,45.843,3,8.620,35.945,2,8.966,34.071
2,9.39,43.250,4,14.76,1:00.596,3,9.37,45.310,1,9.06,43.130
