Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Anja CHONG POSITION,Anja CHONG LAP TIME,Anja CHONG ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
2,7.50,7.50,1,7.25,7.25,5,8.24,8.24,4,7.70,7.70,3,7.69,7.69
2,9.65,17.15,1,9.59,16.84,5,10.87,19.11,4,9.90,17.60,3,9.76,17.45
2,9.38,26.53,1,9.09,25.93,5,10.49,29.60,3,9.17,26.77,4,9.47,26.92
2,9.52,36.05,1,9.28,35.21,5,10.65,40.25,3,9.32,36.09,4,9.50,36.42
2,9.65,45.691,1,9.60,44.803,5,11.07,51.319,3,9.66,45.746,4,9.56,45.976
