Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME
2,7.62,7.62,1,7.50,7.50,3,7.75,7.75,4,7.81,7.81
2,9.94,17.56,1,9.97,17.47,3,9.88,17.63,4,9.84,17.65
3,10.40,27.96,4,21.18,38.65,2,9.99,27.62,1,9.83,27.48
3,9.79,37.75,4,12.33,50.98,2,9.65,37.27,1,9.66,37.14
2,9.74,47.483,3,11.26,1:02.235,1,9.72,46.981,0,,PEN
