Karl LINDQVIST POSITION,Karl LINDQVIST LAP TIME,Karl LINDQVIST ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
3,7.290,7.290,4,7.520,7.520,1,6.770,6.770,2,6.980,6.980
4,10.300,17.600,3,9.710,17.240,1,9.190,15.960,2,9.110,16.100
4,9.900,27.500,3,9.490,26.730,1,8.920,24.880,2,8.900,25.010
4,10.250,37.760,3,9.470,36.200,2,9.280,34.170,1,9.100,34.120
4,10.770,48.530,3,9.890,46.100,2,9.560,43.730,1,9.460,43.580
