Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,13.14,13.14,4,13.40,13.40,2,13.26,13.26,5,13.58,13.58,3,13.32,13.32
1,9.96,23.10,3,9.95,23.35,2,9.99,23.25,5,10.01,23.59,4,10.16,23.48
1,10.17,33.27,4,10.22,33.57,2,10.16,33.41,5,10.12,33.71,3,10.01,33.49
1,10.01,43.28,3,9.89,43.46,4,10.15,43.56,5,9.93,43.64,2,9.91,43.40
1,9.80,53.08,3,10.14,53.60,4,10.12,53.68,5,10.20,53.84,2,10.02,53.42
1,9.35,1:02.43,4,9.70,1:03.30,2,9.34,1:03.02,5,9.71,1:03.55,3,9.70,1:03.12
1,9.31,1:11.74,4,9.70,1:13.00,2,9.46,1:12.48,5,9.87,1:13.42,3,9.71,1:12.83
1,9.89,1:21.63,4,9.93,1:22.93,2,9.83,1:22.31,5,10.43,1:23.85,3,9.99,1:22.82
1,10.18,1:31.810,4,10.22,1:33.146,2,10.09,1:32.398,5,10.69,1:34.535,3,10.16,1:32.979
