CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
1,13.53,13.53,3,13.75,13.75,2,13.66,13.66,4,13.90,13.90
1,10.92,24.45,2,10.83,24.58,3,10.94,24.60,4,10.93,24.83
1,10.57,35.02,3,10.58,35.16,2,10.51,35.11,4,10.50,35.33
1,10.26,45.28,3,10.33,45.49,2,10.27,45.38,4,10.27,45.60
1,10.06,55.34,3,10.07,55.56,2,10.05,55.43,4,10.07,55.67
1,9.78,1:05.12,3,9.77,1:05.33,2,9.80,1:05.23,4,9.77,1:05.44
1,9.42,1:14.54,3,9.43,1:14.76,2,9.42,1:14.65,4,9.40,1:14.84
1,9.21,1:23.75,3,9.18,1:23.94,2,9.22,1:23.87,4,9.18,1:24.02
1,9.26,1:33.003,0,,PEN,2,9.89,1:33.753,3,9.98,1:33.991
