REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,FAJKUS Radek POSITION,FAJKUS Radek LAP TIME,FAJKUS Radek ELAPSED TIME
1,6.66,6.66,2,6.83,6.83,3,6.94,6.94,4,7.11,7.11,5,7.21,7.21
1,8.71,15.37,2,8.65,15.48,3,8.68,15.62,4,8.89,16.00,5,8.88,16.09
1,8.31,23.68,2,8.33,23.81,3,8.30,23.92,4,8.45,24.45,5,9.11,25.20
1,8.43,32.11,2,8.38,32.19,3,8.37,32.29,4,8.68,33.13,5,9.15,34.35
1,8.57,40.68,0,8.69,40.88,0,8.58,40.87,4,8.91,42.04,5,9.17,43.52
