XU Fu POSITION,XU Fu LAP TIME,XU Fu ELAPSED TIME,KIM Si Un POSITION,KIM Si Un LAP TIME,KIM Si Un ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME
1,6.61,6.61,5,7.22,7.22,4,7.19,7.19,3,7.02,7.02,2,7.01,7.01
1,9.18,15.79,2,9.02,16.24,3,9.19,16.38,5,9.60,16.62,4,9.61,16.62
1,8.51,24.30,2,8.64,24.88,3,8.74,25.12,5,8.89,25.51,4,8.89,25.51
1,8.74,33.04,3,9.29,34.17,2,9.01,34.13,5,8.96,34.47,4,8.93,34.44
1,9.47,42.506,0,,PEN,2,9.39,43.518,3,9.19,43.655,4,9.76,44.195
