VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME
2,7.55,7.55,1,7.40,7.40,3,7.66,7.66,4,7.96,7.96
2,9.57,17.12,1,9.61,17.01,3,9.56,17.22,4,9.47,17.43
2,9.08,26.20,1,9.06,26.07,3,9.04,26.26,4,8.94,26.37
2,9.21,35.41,1,9.22,35.29,3,9.16,35.42,4,9.42,35.79
2,9.42,44.83,1,9.41,44.70,3,9.54,44.96,4,9.69,45.48
