Alex BRYANT POSITION,Alex BRYANT LAP TIME,Alex BRYANT ELAPSED TIME,Fabrice DUFBERG SUH POSITION,Fabrice DUFBERG SUH LAP TIME,Fabrice DUFBERG SUH ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME
5,14.22,14.22,2,13.83,13.83,3,13.96,13.96,1,13.82,13.82,4,13.98,13.98
5,9.89,24.11,2,9.98,23.81,4,10.07,24.03,1,9.90,23.72,3,10.02,24.00
4,9.59,33.70,2,9.66,33.47,5,9.77,33.80,1,9.66,33.38,3,9.57,33.57
4,9.62,43.32,2,9.62,43.09,5,9.69,43.49,1,9.60,42.98,3,9.64,43.21
4,9.57,52.89,1,9.46,52.55,5,10.57,54.06,2,9.59,52.57,3,9.51,52.72
4,9.38,1:02.27,1,9.31,1:01.86,5,11.54,1:05.60,2,9.33,1:01.90,3,9.28,1:02.00
4,9.32,1:11.59,2,9.25,1:11.11,5,12.03,1:17.63,1,9.03,1:10.93,3,9.35,1:11.35
4,9.65,1:21.24,2,9.26,1:20.37,5,13.44,1:31.07,1,9.20,1:20.13,3,9.44,1:20.79
4,10.38,1:31.606,2,9.68,1:30.05,5,14.44,1:45.483,1,9.43,1:29.56,3,9.83,1:30.612
