LIN Yu-Tzu POSITION,LIN Yu-Tzu LAP TIME,LIN Yu-Tzu ELAPSED TIME,Geneve BELANGER POSITION,Geneve BELANGER LAP TIME,Geneve BELANGER ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME
4,8.32,8.32,1,7.60,7.60,2,7.74,7.74,3,7.99,7.99
4,10.69,19.01,1,9.86,17.46,2,9.78,17.52,3,9.92,17.91
4,10.37,29.38,1,9.45,26.91,2,9.49,27.01,3,9.26,27.17
4,10.56,39.94,1,9.55,36.46,2,9.51,36.52,3,9.40,36.57
4,10.96,50.891,1,9.89,46.342,3,9.95,46.463,2,9.81,46.376
