TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME
3,13.23,13.23,2,13.13,13.13,1,12.87,,4,13.49,13.49
3,9.99,23.22,2,9.99,23.12,1,10.07,,4,9.91,23.40
3,9.67,32.89,2,9.68,32.80,1,9.82,,4,9.73,33.13
2,9.39,42.28,3,9.57,42.37,1,9.36,,4,9.39,42.52
2,9.46,51.74,3,9.46,51.83,1,9.55,,4,9.42,51.94
1,9.51,1:01.25,3,9.51,1:01.34,2,9.64,,4,9.55,1:01.49
2,9.80,1:11.05,1,9.51,1:10.85,3,9.82,,4,9.79,1:11.28
2,10.05,1:21.10,1,9.56,1:20.41,2,9.97,,4,10.00,1:21.28
3,36.99,1:58.09,1,10.20,1:30.61,4,42.18,,2,10.40,1:31.68
