SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME
1,12.38,12.38,4,12.77,12.77,2,12.41,12.41,5,12.86,12.86,3,12.60,12.60
2,9.64,22.02,4,9.48,22.25,1,9.52,21.93,5,9.50,22.36,3,9.53,22.13
1,9.17,31.19,4,9.31,31.56,2,9.35,31.28,5,9.33,31.69,3,9.29,31.42
1,9.22,40.41,4,9.12,40.68,2,9.22,40.50,5,9.13,40.82,3,9.20,40.62
1,9.44,49.85,4,9.51,50.19,2,9.46,49.96,5,9.47,50.29,3,9.47,50.09
1,9.20,59.05,4,9.25,59.44,2,9.20,59.16,5,9.25,59.54,3,9.25,59.34
1,9.06,1:08.11,4,9.12,1:08.56,2,9.09,1:08.25,5,9.13,1:08.67,3,9.05,1:08.39
1,9.15,1:17.26,4,9.14,1:17.70,2,9.19,1:17.44,5,9.17,1:17.84,3,9.18,1:17.57
1,9.22,1:26.476,4,9.17,1:26.861,2,9.19,1:26.621,5,9.25,1:27.087,3,9.29,1:26.852
