WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,7.24,7.24,3,7.53,7.53,2,7.32,7.32,4,7.80,7.80
1,9.31,16.55,3,9.42,16.95,2,9.36,16.68,4,9.58,17.38
1,8.94,25.49,3,8.92,25.87,2,8.96,25.64,4,9.19,26.57
1,9.09,34.58,3,9.01,34.88,2,9.06,34.70,4,9.57,36.14
1,9.29,43.867,3,9.25,44.126,2,9.27,43.968,4,10.04,46.179
