SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Kirath SINGH POSITION,Kirath SINGH LAP TIME,Kirath SINGH ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
4,13.10,13.10,3,13.05,13.05,2,13.01,13.01,1,12.94,12.94,5,13.19,13.19
2,9.98,23.08,3,10.10,23.15,4,10.17,23.18,1,10.13,23.07,5,10.00,23.19
1,9.20,32.28,5,9.65,32.80,4,9.33,32.51,2,9.29,32.36,3,9.26,32.45
1,9.21,41.49,5,9.38,42.18,4,9.27,41.78,2,9.22,41.58,3,9.23,41.68
1,9.09,50.58,5,9.71,51.89,3,9.00,50.78,2,9.13,50.71,4,9.11,50.79
1,8.98,59.56,5,10.10,1:01.99,3,9.00,59.78,2,8.94,59.65,4,9.09,59.88
1,8.99,1:08.55,5,10.58,1:12.57,3,8.97,1:08.75,2,9.00,1:08.65,4,9.03,1:08.91
1,9.06,1:17.61,5,11.15,1:23.72,2,9.04,1:17.79,3,9.18,1:17.83,4,9.16,1:18.07
1,9.36,1:26.963,4,12.04,1:35.751,5,43.05,2:00.837,2,9.63,1:27.459,3,9.43,1:27.497
