Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,Sebastian CANO POSITION,Sebastian CANO LAP TIME,Sebastian CANO ELAPSED TIME
1,6.79,6.79,3,7.12,7.12,4,7.17,7.17,5,7.18,7.18,2,7.03,7.03
1,8.84,15.63,2,8.86,15.98,4,9.39,16.56,5,9.47,16.65,3,9.23,16.26
1,8.46,24.09,2,8.65,24.63,4,8.44,25.00,5,8.68,25.33,3,8.54,24.80
1,8.84,32.93,2,8.67,33.30,3,8.52,33.52,5,8.73,34.06,4,8.74,33.54
1,9.11,42.090,2,9.13,42.413,3,8.85,42.415,5,9.16,43.22,4,9.15,42.69
