Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME
2,14.45,14.45,1,14.40,14.40,3,14.62,14.62
2,10.56,25.01,1,10.53,24.93,3,10.47,25.09
2,10.52,35.53,1,10.50,35.43,3,10.53,35.62
2,10.54,46.07,1,10.54,45.97,3,10.53,46.15
2,10.60,56.67,1,10.61,56.58,3,10.61,56.76
2,10.62,1:07.29,1,10.66,1:07.24,3,10.54,1:07.30
2,10.13,1:17.42,3,10.41,1:17.65,1,10.08,1:17.38
1,9.94,1:27.36,3,9.99,1:27.64,2,10.02,1:27.40
1,9.86,1:37.217,3,10.16,1:37.793,2,10.11,1:37.506
