WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,12.15,12.15,4,12.48,12.48,2,12.28,12.28,3,12.40,12.40,5,12.51,12.51
1,9.35,21.50,4,9.32,21.80,3,9.40,21.68,2,9.23,21.63,5,9.48,21.99
1,9.10,30.60,4,9.10,30.90,3,9.09,30.77,2,9.07,30.70,5,9.01,31.00
1,9.01,39.61,4,8.95,39.85,3,8.97,39.74,2,8.98,39.68,5,9.00,40.00
1,9.07,48.68,4,9.12,48.97,3,9.13,48.87,2,9.08,48.76,5,9.01,49.01
1,8.97,57.65,4,9.02,57.99,3,8.98,57.85,2,8.99,57.75,5,9.09,58.10
1,8.93,1:06.58,4,8.87,1:06.86,3,8.90,1:06.75,2,8.92,1:06.67,5,8.93,1:07.03
1,9.05,1:15.63,5,9.16,1:16.02,3,9.01,1:15.76,2,9.08,1:15.75,4,8.99,1:16.02
1,9.13,1:24.753,5,9.66,1:25.673,2,9.11,1:24.868,4,9.68,1:25.428,3,9.35,1:25.368
