Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Shinichi TAGAMI POSITION,Shinichi TAGAMI LAP TIME,Shinichi TAGAMI ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME
1,12.470,12.470,3,12.740,12.740,2,12.730,12.730,4,13.060,13.060
1,9.690,22.160,3,9.680,22.430,2,9.580,22.310,4,9.460,22.520
1,9.550,31.720,3,9.540,31.980,2,9.570,31.890,4,9.600,32.130
1,9.530,41.250,3,9.530,41.510,2,9.570,41.470,4,9.820,41.950
1,9.360,50.620,3,9.380,50.900,2,9.420,50.890,4,8.950,50.900
1,9.270,59.890,2,9.200,1:00.100,3,9.210,1:00.100,4,9.210,1:00.120
1,9.160,1:09.060,3,9.130,1:09.230,2,9.080,1:09.190,4,9.110,1:09.240
1,9.140,1:18.200,3,9.290,1:18.520,2,9.190,1:18.390,4,9.450,1:18.690
1,9.460,1:27.670,2,9.300,1:27.820,3,9.500,1:27.890,4,9.270,1:27.970
