Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,MA Qiang POSITION,MA Qiang LAP TIME,MA Qiang ELAPSED TIME
1,6.96,6.96,3,7.30,7.30,2,7.08,7.08,4,7.32,7.32
1,8.94,15.90,4,9.26,16.56,2,8.91,15.99,3,8.95,16.27
1,8.41,24.31,4,8.50,25.06,2,8.43,24.42,3,8.45,24.72
1,8.49,32.80,4,8.61,33.67,2,8.46,32.88,3,8.61,33.33
1,8.77,41.563,4,8.80,42.468,2,8.71,41.587,3,8.96,42.283
