Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME
1,7.15,7.15,2,7.47,7.47,4,8.06,8.06,3,7.67,7.67
1,9.54,16.69,2,9.76,17.23,4,9.81,17.87,3,9.61,17.28
1,9.11,25.80,2,9.24,26.47,4,9.26,27.13,3,9.40,26.68
1,9.35,35.15,2,9.40,35.87,4,9.58,36.71,3,9.26,35.94
1,9.59,44.736,2,9.47,45.339,4,10.67,47.378,3,9.48,45.417
