SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME
2,13.52,13.52,1,13.32,13.32,3,13.61,13.61,4,13.62,13.62
2,10.72,24.24,1,10.79,24.11,4,10.81,24.42,3,10.70,24.32
2,10.37,34.61,1,10.36,34.47,3,10.41,34.83,4,19.25,43.57
2,10.03,44.64,1,10.06,44.53,3,9.95,44.78,4,24.84,1:08.41
2,10.62,55.26,1,10.58,55.11,3,10.64,55.42,4,12.56,1:20.97
2,10.05,1:05.31,1,10.09,1:05.20,3,10.02,1:05.44,4,11.22,1:32.19
2,9.78,1:15.09,1,9.79,1:14.99,3,9.78,1:15.22,4,11.26,1:43.45
2,9.80,1:24.89,1,9.79,1:24.78,3,9.84,1:25.06,4,11.48,1:54.93
2,9.81,1:34.691,1,9.82,1:34.599,3,10.25,1:35.303,4,11.37,2:06.291
