Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME
1,10.040,1:00.640
1,10.160,1:10.810
1,9.910,1:20.720
1,9.160,1:29.880
1,9.160,1:39.050
