SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME
1,13.11,13.11,3,13.29,13.29,2,13.17,13.17,4,13.43,13.43
1,9.94,23.05,3,9.95,23.24,2,9.97,23.14,4,9.92,23.35
2,9.38,32.43,3,9.29,32.53,1,9.17,32.31,4,9.30,32.65
1,8.97,41.40,3,8.94,41.47,2,9.13,41.44,4,9.02,41.67
1,9.03,50.43,3,9.12,50.59,2,9.06,50.50,4,9.01,50.68
1,8.97,59.40,3,8.98,59.57,2,8.96,59.46,4,8.99,59.67
1,8.92,1:08.32,3,8.88,1:08.45,2,8.92,1:08.38,4,8.91,1:08.58
1,8.96,1:17.28,3,9.07,1:17.52,2,9.07,1:17.45,4,9.06,1:17.64
1,9.16,1:26.432,3,9.04,1:26.554,2,9.10,1:26.542,4,9.70,1:27.331
