Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,Milada DOSLA POSITION,Milada DOSLA LAP TIME,Milada DOSLA ELAPSED TIME
1,12.48,12.48,3,12.81,12.81,4,13.02,13.02,2,12.59,12.59,5,13.20,13.20
1,10.00,22.48,3,9.92,22.73,4,9.74,22.76,2,10.00,22.59,5,9.75,22.95
1,9.57,32.05,4,9.61,32.34,3,9.45,32.21,2,9.52,32.11,5,9.62,32.57
1,9.62,41.67,4,9.65,41.99,3,9.64,41.85,2,9.65,41.76,5,9.59,42.16
1,9.75,51.42,4,9.77,51.76,3,9.79,51.64,2,9.77,51.53,5,9.82,51.98
1,9.61,1:01.03,4,9.63,1:01.39,3,9.65,1:01.29,2,9.59,1:01.12,5,9.95,1:01.93
1,9.53,1:10.56,4,9.83,1:11.22,3,9.79,1:11.08,2,9.55,1:10.67,5,10.19,1:12.12
1,9.65,1:20.21,4,9.97,1:21.19,3,10.01,1:21.09,2,9.69,1:20.36,5,10.72,1:22.84
1,9.95,1:30.16,3,9.89,1:31.08,4,10.33,1:31.42,2,10.06,1:30.42,5,11.36,1:34.20
