Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
2,12.92,12.92,3,13.25,13.25,4,13.35,13.35,1,12.91,12.91
1,10.14,23.07,3,10.06,23.31,4,10.05,23.41,2,10.15,23.07
2,10.35,33.43,4,10.25,33.57,3,10.10,33.51,1,10.31,33.38
4,11.83,45.26,2,10.03,43.60,3,10.22,43.73,1,10.03,43.42
1,7.58,52.85,2,9.86,53.47,3,9.97,53.71,4,11.07,54.49
1,10.11,1:02.96,2,9.63,1:03.10,3,9.46,1:03.17,4,9.98,1:04.48
1,9.66,1:12.62,2,9.57,1:12.68,3,9.59,1:12.77,4,9.78,1:14.26
1,9.58,1:22.20,2,9.73,1:22.42,3,9.72,1:22.50,4,10.24,1:24.51
0,,DQ,1,10.01,1:32.424,2,9.95,1:32.446,3,10.82,1:35.323
