Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,YANG Yang POSITION,YANG Yang LAP TIME,YANG Yang ELAPSED TIME
1,7.24,7.24,2,7.35,7.35,3,7.62,7.62,4,7.90,7.90
1,9.32,16.56,2,9.31,16.66,3,9.37,16.99,4,9.49,17.39
1,8.83,25.39,2,8.84,25.50,3,8.96,25.95,4,8.99,26.38
1,9.01,34.40,2,9.02,34.52,3,9.10,35.05,4,9.20,35.58
1,9.26,43.66,2,9.18,43.70,3,9.39,44.44,4,9.46,45.04
