WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Marielle LOOTSMA POSITION,Marielle LOOTSMA LAP TIME,Marielle LOOTSMA ELAPSED TIME,Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME
3,15.480,15.480,1,15.436,15.436,2,15.440,15.440,4,15.525,15.525
3,10.622,26.101,2,10.665,26.100,1,10.514,25.954,4,10.767,26.292
2,9.933,36.034,3,9.951,36.051,1,9.970,35.923,4,9.901,36.192
1,9.840,45.874,3,9.876,45.927,2,10.004,45.927,4,9.814,46.006
1,9.734,55.608,3,9.849,55.775,4,9.895,55.822,2,9.729,55.734
1,10.006,1:05.613,4,10.065,1:05.840,3,9.965,1:05.786,2,9.995,1:05.729
1,10.117,1:15.730,2,9.970,1:15.810,4,10.147,1:15.932,3,10.133,1:15.861
1,10.163,1:25.892,2,10.232,1:26.041,4,10.314,1:26.246,3,10.213,1:26.074
1,10.45,1:36.337,3,10.40,1:36.435,4,10.56,1:36.802,2,10.34,1:36.412
