BONTOVICS Balazs POSITION,BONTOVICS Balazs LAP TIME,BONTOVICS Balazs ELAPSED TIME,HAYASHI Ibuki POSITION,HAYASHI Ibuki LAP TIME,HAYASHI Ibuki ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
4,13.97,13.97,3,13.89,13.89,5,14.09,14.09,2,13.81,13.81,1,13.77,13.77
4,10.23,24.20,3,10.18,24.07,5,10.26,24.35,2,10.17,23.98,1,10.09,23.86
4,9.79,33.99,2,9.71,33.78,5,9.77,34.12,3,9.93,33.91,1,9.87,33.73
3,9.57,43.56,2,9.68,43.46,5,9.75,43.87,3,9.65,43.56,1,9.61,43.34
3,9.34,52.90,1,9.31,52.77,5,9.67,53.54,4,9.43,52.99,2,9.53,52.87
4,9.37,1:02.27,1,9.24,1:02.01,5,10.05,1:03.59,2,9.08,1:02.07,3,9.24,1:02.11
4,9.13,1:11.40,2,9.17,1:11.18,5,10.67,1:14.26,1,9.00,1:11.07,3,9.17,1:11.28
4,9.17,1:20.57,3,9.32,1:20.50,5,11.17,1:25.43,1,9.22,1:20.29,2,9.21,1:20.49
3,9.33,1:29.90,4,9.51,1:30.01,5,11.45,1:36.88,2,9.50,1:29.79,1,9.21,1:29.70
