LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Tarik OMERAGIC POSITION,Tarik OMERAGIC LAP TIME,Tarik OMERAGIC ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
2,13.20,13.20,3,13.37,13.37,1,13.01,13.01,5,13.55,13.55,4,13.46,13.46
2,9.70,22.90,4,9.82,23.19,1,9.77,22.78,5,9.78,23.33,3,9.56,23.02
2,9.78,32.68,4,9.67,32.86,1,9.82,32.60,5,9.64,32.97,3,9.74,32.76
2,9.84,42.52,4,9.87,42.73,1,9.79,42.39,5,9.94,42.91,3,9.86,42.62
2,9.51,52.03,4,9.51,52.24,1,9.54,51.93,5,9.70,52.61,3,9.51,52.13
2,9.34,1:01.37,4,9.31,1:01.55,1,9.34,1:01.27,5,9.92,1:02.53,3,9.30,1:01.43
1,8.97,1:10.34,4,9.27,1:10.82,3,9.29,1:10.56,5,10.18,1:12.71,2,9.02,1:10.45
1,9.04,1:19.38,4,9.45,1:20.27,3,9.18,1:19.74,5,10.62,1:23.33,2,9.01,1:19.46
1,9.22,1:28.60,4,9.71,1:29.98,3,9.29,1:29.03,5,11.01,1:34.34,2,9.24,1:28.70
