Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Karolina REGUCKA POSITION,Karolina REGUCKA LAP TIME,Karolina REGUCKA ELAPSED TIME,Kinga KOVACS POSITION,Kinga KOVACS LAP TIME,Kinga KOVACS ELAPSED TIME,Sophia MILAN POSITION,Sophia MILAN LAP TIME,Sophia MILAN ELAPSED TIME
0,14.135,14.135,0,13.902,13.902,0,13.837,13.837,0,14.048,14.048
0,10.500,24.635,0,10.628,24.530,0,10.689,24.526,0,10.679,24.728
0,10.663,35.298,0,10.595,35.126,0,10.589,35.114,0,10.638,35.366
0,10.494,45.792,0,10.605,45.731,0,10.673,45.787,0,10.535,45.901
0,10.068,55.859,0,10.058,55.788,0,10.096,55.883,0,10.089,55.990
0,10.309,1:06.168,0,10.181,1:05.969,0,10.278,1:06.161,0,10.182,1:06.173
0,10.057,1:16.225,0,10.177,1:16.147,0,10.217,1:16.377,0,10.111,1:16.283
0,10.085,1:26.309,0,10.269,1:26.416,0,10.213,1:26.591,0,10.304,1:26.587
0,10.146,1:36.455,0,10.325,1:36.741,0,10.397,1:36.987,0,10.184,1:36.770
