SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME,TIBORCZ Daniel POSITION,TIBORCZ Daniel LAP TIME,TIBORCZ Daniel ELAPSED TIME
1,6.87,6.87,2,6.99,,3,7.19,,4,7.29,7.29,5,7.43,7.43
1,9.04,15.91,2,9.08,,3,8.97,,4,8.99,16.28,5,9.03,16.46
1,8.47,24.38,2,8.36,,3,8.48,,4,8.46,24.74,5,8.55,25.01
1,8.69,33.07,2,8.71,,3,8.62,,4,8.59,33.33,5,8.73,33.74
2,9.25,42.32,5,9.79,,1,9.01,,3,9.22,42.55,3,9.05,42.759
