Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
1,6.86,6.86,3,7.09,7.09,2,6.96,6.96,4,7.21,7.21
1,8.83,15.69,3,8.76,15.85,2,8.87,15.83,4,8.85,16.06
1,8.34,24.03,2,8.46,24.31,4,8.68,24.51,3,8.31,24.37
1,8.37,32.40,2,8.53,32.84,3,8.52,33.03,4,8.83,33.20
1,8.79,41.144,2,8.71,41.526,3,8.70,41.713,4,8.89,42.073
