HAN Yueshuang POSITION,HAN Yueshuang LAP TIME,HAN Yueshuang ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Min-Kyung CHOI POSITION,Min-Kyung CHOI LAP TIME,Min-Kyung CHOI ELAPSED TIME,Odtsetseg NARANGEREL POSITION,Odtsetseg NARANGEREL LAP TIME,Odtsetseg NARANGEREL ELAPSED TIME
1,17.2978,17.2978,3,17.4205,17.4205,2,17.3870,17.3870,4,17.6084,17.6084
1,11.1446,28.4424,2,11.2811,28.7016,3,11.4441,28.8311,4,20.9984,38.6068
1,10.6852,39.1276,2,10.4719,39.1735,3,10.3708,39.2019,4,34.8861,1:13.4929
3,10.3907,49.5183,2,10.3078,49.4813,1,10.2223,49.4242,4,15.6184,1:29.1113
1,10.6368,1:00.1551,3,10.7449,1:00.2262,2,10.7525,1:00.1767,4,14.2058,1:43.3171
2,10.0929,1:10.2480,1,9.8303,1:10.0565,3,10.1035,1:10.2802,4,12.7367,1:56.0538
3,9.9391,1:20.1871,2,10.0949,1:20.1514,1,9.8649,1:20.1451,4,14.6976,2:10.7514
3,9.9251,1:30.1122,1,9.8323,1:29.9837,2,9.9609,1:30.1060,4,14.6455,2:25.3969
3,10.25,1:40.357,1,10.01,1:39.988,2,10.00,1:40.099,4,14.06,2:39.455
