HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
1,6.92,6.92,2,7.09,7.09,3,7.25,7.25,5,7.59,,4,7.49,7.49
1,8.94,15.86,2,9.06,16.15,3,8.99,16.24,5,16.88,,4,9.34,16.83
1,8.71,24.57,3,8.98,25.13,2,8.74,24.98,5,17.04,,4,8.72,25.55
1,8.83,33.40,3,9.24,34.37,2,9.00,33.98,5,15.27,,4,8.87,34.42
1,9.00,42.40,4,9.36,43.73,2,9.00,42.98,5,14.05,1:10.83,3,9.05,43.47
