LIM Yong Jin POSITION,LIM Yong Jin LAP TIME,LIM Yong Jin ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME
1,7.03,7.03,2,7.16,7.16,3,7.20,7.20,4,7.33,7.33
1,8.92,15.95,2,9.00,16.16,3,9.03,16.23,4,9.04,16.37
1,8.45,24.40,4,8.50,24.66,2,8.30,24.53,3,8.25,24.62
1,8.55,32.95,4,8.64,33.30,3,8.52,33.05,2,8.39,33.01
1,8.81,41.76,4,8.77,42.003,3,8.85,41.90,2,8.78,41.79
