LIU Ying Bao POSITION,LIU Ying Bao LAP TIME,LIU Ying Bao ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,MOMSIK Sergei POSITION,MOMSIK Sergei LAP TIME,MOMSIK Sergei ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Stephen LEE POSITION,Stephen LEE LAP TIME,Stephen LEE ELAPSED TIME
1,12.955,12.955,3,13.431,13.431,2,13.156,13.156,4,13.722,13.722,5,13.972,13.972
2,9.993,22.947,3,9.661,23.091,1,9.646,22.802,4,9.863,23.585,5,9.697,23.668
4,10.407,33.353,2,10.110,33.200,1,10.081,32.882,5,9.976,33.561,3,9.604,33.271
1,9.595,42.947,2,9.884,43.084,3,10.230,43.112,5,9.996,43.557,4,10.177,43.447
1,9.838,52.785,2,9.931,53.014,3,9.953,53.064,4,9.702,53.259,5,9.986,53.432
1,9.395,1:02.180,2,9.294,1:02.307,4,10.327,1:03.391,3,9.532,1:02.791,5,10.217,1:03.649
3,10.358,1:12.538,1,8.928,1:11.235,5,10.400,1:13.790,2,9.153,1:11.943,4,9.815,1:13.463
3,10.390,1:22.928,1,9.791,1:21.026,5,11.111,1:24.900,2,9.573,1:21.516,4,10.364,1:23.827
3,8.33,1:31.252,1,9.84,1:30.866,5,11.49,1:36.384,2,9.63,1:31.141,4,10.95,1:34.777
