Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,Marco Fritz SCHUMANN POSITION,Marco Fritz SCHUMANN LAP TIME,Marco Fritz SCHUMANN ELAPSED TIME
1,6.76,6.76,3,7.09,7.09,2,6.86,6.86
1,8.64,15.40,3,8.77,15.86,2,8.83,15.69
1,8.28,23.68,2,8.25,24.11,3,8.44,24.13
1,8.42,32.10,2,8.45,32.56,3,8.77,32.90
1,8.75,40.842,2,8.48,41.030,3,9.29,42.177
