Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
3,12.43,12.43,4,12.54,12.54,1,12.27,12.27,5,12.59,12.59,6,12.70,12.70,2,12.34,12.34
3,9.79,22.22,4,9.77,22.31,2,9.84,22.11,5,9.83,22.42,6,9.83,22.53,1,9.59,21.93
3,9.70,31.92,4,9.72,32.03,2,9.71,31.82,6,9.75,32.17,5,9.63,32.16,1,9.73,31.66
3,9.40,41.32,4,9.38,41.41,2,9.36,41.18,6,9.46,41.63,5,9.36,41.52,1,9.40,41.06
3,9.20,50.52,4,9.22,50.63,2,9.22,50.40,6,9.29,50.92,5,9.26,50.78,1,9.25,50.31
3,9.24,59.76,4,9.23,59.86,2,9.21,59.61,6,9.18,1:00.10,5,9.22,1:00.00,1,9.28,59.59
2,9.07,1:08.83,4,9.02,1:08.88,1,9.06,1:08.67,6,9.19,1:09.29,5,9.11,1:09.11,3,9.28,1:08.87
2,9.22,1:18.05,6,35.08,1:43.96,1,9.26,1:17.93,5,9.18,1:18.47,3,9.26,1:18.37,4,9.57,1:18.44
3,9.42,1:27.469,6,19.11,2:03.064,1,9.39,1:27.320,4,9.35,1:27.818,2,9.06,1:27.430,5,10.37,1:28.805
