Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Marielle LOOTSMA POSITION,Marielle LOOTSMA LAP TIME,Marielle LOOTSMA ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
2,7.607,7.607,1,7.288,7.288,4,8.010,8.010,3,7.723,7.723
2,9.739,17.346,1,9.765,17.052,4,10.154,18.164,3,9.755,17.478
2,9.613,26.959,1,9.677,26.729,4,9.646,27.810,3,9.601,27.079
2,9.812,36.770,1,9.830,36.559,4,9.738,37.548,3,9.712,36.790
1,9.86,46.623,2,10.07,46.626,4,10.12,47.666,3,9.96,46.742
