YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME
1,13.5132,13.5132,2,13.6254,13.6254,3,13.7057,13.7057,4,23.4693,23.4693
3,9.7546,23.2678,2,9.6423,23.2677,1,9.4973,23.2030,4,4.5867,28.0560
4,9.8308,33.0986,1,9.7400,33.0077,2,9.8566,33.0596,3,5.0346,33.0906
2,9.4418,42.5404,3,9.5796,42.5873,4,9.6332,42.6928,1,9.2138,42.3044
2,9.4561,51.9965,4,9.5167,52.1040,3,9.3131,52.0059,1,9.4847,51.7891
3,9.8844,1:01.8809,4,9.8763,1:01.9803,2,9.7917,1:01.7976,1,9.9613,1:01.7504
3,10.0927,1:11.9736,4,10.0437,1:12.0240,1,9.9234,1:11.7210,2,10.0454,1:11.7958
3,9.9244,1:21.8980,4,9.8908,1:21.9148,2,10.1100,1:21.8310,1,10.0284,1:21.8242
2,9.97,1:31.860,4,10.09,1:32.000,3,10.06,1:31.890,1,10.02,1:31.845
