Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Benjamin MACE POSITION,Benjamin MACE LAP TIME,Benjamin MACE ELAPSED TIME
1,6.91,6.91,3,7.09,7.09,2,7.03,7.03,4,7.26,7.26
1,8.85,15.76,3,9.01,16.10,2,8.88,15.91,4,8.99,16.25
1,8.65,24.41,3,8.77,24.87,2,8.75,24.66,4,8.71,24.96
1,8.64,33.05,3,8.51,33.38,2,8.63,33.29,4,8.53,33.49
1,8.82,41.869,2,8.59,41.969,3,8.73,42.012,4,8.62,42.103
