ZHANG Hongchao POSITION,ZHANG Hongchao LAP TIME,ZHANG Hongchao ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME
1,6.78,6.78,2,6.94,6.94,3,7.06,7.06,4,7.32,7.32
1,8.83,15.61,2,8.80,15.74,3,8.85,15.91,4,8.95,16.27
1,8.56,24.17,2,8.49,24.23,3,8.44,24.35,4,8.51,24.78
1,8.89,33.06,3,9.11,33.34,2,8.85,33.20,4,8.69,33.47
1,8.94,41.980,3,9.15,42.479,2,8.86,42.055,4,9.19,42.632
