ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
1,7.21,7.21,2,7.46,7.46,3,7.67,7.67,4,7.80,7.80
1,9.66,16.87,2,9.53,16.99,3,9.61,17.28,4,9.59,17.39
1,8.95,25.82,2,8.91,25.90,3,8.72,26.00,4,8.75,26.14
1,9.36,35.18,2,9.60,35.50,4,9.73,35.73,3,9.42,35.56
1,9.33,44.501,0,,PEN,2,9.54,45.261,3,9.73,45.288
