START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
2,9.62,9.62,3,9.75,9.75,1,9.55,9.55,4,9.87,9.87,5,10.01,10.01,6,10.07,10.07,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
2,13.02,22.64,3,12.96,22.71,1,12.97,22.52,4,12.96,22.83,5,12.94,22.95,6,12.99,23.06,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
1,12.36,35.00,3,12.49,35.20,2,12.57,35.09,4,12.51,35.34,5,12.53,35.48,6,12.52,35.58,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
1,10.76,45.76,3,10.81,46.01,2,10.81,45.90,4,10.75,46.09,5,10.70,46.18,6,10.69,46.27,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
1,10.75,56.51,3,10.72,56.73,2,10.74,56.64,4,10.71,56.80,5,10.70,56.88,6,10.70,56.97,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
1,10.23,1:06.74,3,10.18,1:06.91,2,10.17,1:06.81,4,10.21,1:07.01,5,10.19,1:07.07,6,10.20,1:07.17,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
1,9.82,1:16.56,3,9.83,1:16.74,2,9.84,1:16.65,5,9.86,1:16.87,4,9.72,1:16.79,6,9.81,1:16.98,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
2,9.47,1:26.03,4,9.46,1:26.20,1,9.22,1:25.87,5,9.42,1:26.29,3,9.31,1:26.10,6,9.49,1:26.47,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
2,9.13,1:35.16,4,9.11,1:35.31,1,9.20,1:35.07,5,9.11,1:35.40,3,9.14,1:35.24,6,9.04,1:35.51,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
1,9.00,1:44.16,3,8.97,1:44.28,4,9.24,1:44.31,5,9.01,1:44.41,2,8.98,1:44.22,6,9.02,1:44.53,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
1,9.23,1:53.39,3,9.24,1:53.52,6,9.57,1:53.88,5,9.39,1:53.80,2,9.21,1:53.43,4,9.17,1:53.70,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
3,9.32,2:02.71,2,8.90,2:02.42,6,9.27,2:03.15,5,9.14,2:02.94,1,8.90,2:02.33,4,9.15,2:02.85,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
3,9.43,2:12.14,2,9.12,2:11.54,6,9.34,2:12.49,4,9.30,2:12.24,1,9.13,2:11.46,5,9.47,2:12.32,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
4,9.72,2:21.86,2,9.26,2:20.80,6,9.77,2:22.26,3,9.45,2:21.69,1,9.27,2:20.73,5,9.64,2:21.96,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,m,Heats,2
