FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,JEON da-Hye POSITION,JEON da-Hye LAP TIME,JEON da-Hye ELAPSED TIME
2,7.219,7.219,1,7.048,7.048,3,7.353,7.353,4,7.506,7.506
3,9.488,16.706,1,9.553,16.600,2,9.284,16.636,4,9.593,17.099
2,9.300,26.006,1,9.279,25.879,3,9.484,26.120,4,9.140,26.238
1,9.172,35.177,2,9.518,35.396,3,9.365,35.484,4,9.345,35.583
1,9.50,44.674,3,9.52,44.914,2,9.32,44.797,4,9.53,45.108
