Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME
4,7.33,7.33,2,6.97,6.97,1,6.80,6.80,5,7.43,7.43,3,7.09,7.09
4,9.18,16.51,2,8.81,15.78,1,8.65,15.45,5,9.16,16.59,3,8.80,15.89
4,8.81,25.32,2,8.41,24.19,1,8.31,23.76,5,8.86,25.45,3,8.39,24.28
4,8.89,34.21,2,8.54,32.73,1,8.46,32.22,5,8.91,34.36,3,8.67,32.95
4,9.14,43.35,2,8.92,41.65,1,8.72,40.94,5,9.10,43.46,3,8.74,41.69
