LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME,Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Anouk ZOUTENDIJK POSITION,Anouk ZOUTENDIJK LAP TIME,Anouk ZOUTENDIJK ELAPSED TIME
1,14.074,14.074,2,14.125,14.125,3,14.227,14.227,4,14.483,14.483
1,11.189,25.263,2,11.210,25.335,3,11.186,25.413,4,11.306,25.789
1,10.717,35.980,2,10.685,36.020,3,10.777,36.191,4,10.498,36.287
1,10.059,46.039,2,10.052,46.071,4,10.079,46.270,3,9.979,46.265
1,9.940,55.980,2,10.004,56.076,3,9.980,56.250,4,10.148,56.413
2,10.148,1:06.127,1,10.039,1:06.115,3,9.930,1:06.179,4,10.065,1:06.478
1,9.951,1:16.078,2,10.198,1:16.313,3,10.142,1:16.321,4,10.159,1:16.637
1,10.030,1:26.108,3,10.409,1:26.721,2,9.926,1:26.247,4,10.316,1:26.953
1,10.149,1:36.257,3,10.544,1:37.266,2,10.088,1:36.335,4,10.439,1:37.393
