Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,LIU Ying Bao POSITION,LIU Ying Bao LAP TIME,LIU Ying Bao ELAPSED TIME,TSOGGEREL Davaanyam POSITION,TSOGGEREL Davaanyam LAP TIME,TSOGGEREL Davaanyam ELAPSED TIME
2,6.645,6.645,3,6.683,6.683,1,6.591,6.591,4,8.306,8.306
2,9.021,15.666,3,9.079,15.761,1,8.997,15.588,4,11.475,19.780
1,8.656,24.321,3,8.670,24.431,2,8.737,24.325,4,11.273,31.053
2,9.055,33.376,3,18.331,42.761,1,8.506,32.830,4,11.753,42.805
1,9.34,42.707,3,0.17,42.929,2,9.99,42.811,4,12.02,54.824
