Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME
2,13.121,13.121,3,13.444,13.444,4,13.594,13.594,1,12.818,12.818,5,13.719,13.719
2,10.334,23.455,4,10.246,23.690,3,10.084,23.678,1,10.412,23.229,5,10.003,23.722
2,10.176,33.630,5,10.248,33.938,4,10.208,33.885,1,10.281,33.510,3,10.035,33.756
2,9.772,43.402,4,9.765,43.702,5,9.961,43.846,1,9.716,43.225,3,9.793,43.548
1,9.501,52.903,4,9.571,53.273,5,9.493,53.338,2,9.843,53.068,3,9.647,53.195
2,9.784,1:02.687,3,9.528,1:02.800,5,9.893,1:03.230,1,9.412,1:02.479,4,9.874,1:03.068
3,9.216,1:11.903,2,9.089,1:11.889,5,9.379,1:12.609,1,9.185,1:11.664,4,9.493,1:12.560
2,8.895,1:20.797,3,9.108,1:20.996,4,9.006,1:21.614,1,8.961,1:20.624,5,9.401,1:21.961
1,9.14,1:29.928,3,9.03,1:30.017,4,9.72,1:31.335,2,9.35,1:29.971,5,9.85,1:31.802
