WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME
1,6.45,6.45,2,7.10,7.10,4,7.59,7.59,3,7.57,7.57
1,9.19,15.64,3,9.13,16.23,2,8.57,16.16,4,9.35,16.92
1,8.98,24.62,3,8.95,25.18,2,8.90,25.06,4,8.88,25.80
1,8.86,33.48,2,8.77,33.95,3,8.92,33.98,4,9.04,34.84
1,9.55,43.024,3,9.35,43.293,2,9.29,43.267,4,9.77,44.603
