Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
1,6.78,6.78,2,6.94,6.94,3,7.11,7.11,4,7.24,7.24
1,9.16,15.94,2,9.27,16.22,3,9.22,16.34,4,9.13,16.37
1,8.85,24.80,2,8.83,25.06,3,8.81,25.15,4,8.84,25.22
1,8.96,33.77,2,8.91,33.97,3,8.94,34.10,4,9.01,34.23
1,9.34,43.102,3,9.35,43.316,2,9.07,43.168,4,9.27,43.492
