YOON Sumin POSITION,YOON Sumin LAP TIME,YOON Sumin ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,LU Xiucheng POSITION,LU Xiucheng LAP TIME,LU Xiucheng ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME
1,7.09,7.09,2,7.28,7.28,3,7.35,7.35,4,7.61,7.61
1,9.04,16.13,2,8.98,16.26,3,8.99,16.34,4,9.33,16.94
1,8.61,24.74,2,8.89,25.15,4,35.09,51.43,3,8.98,25.92
1,8.72,33.46,2,8.84,33.99,4,15.38,1:06.81,3,9.41,35.33
1,9.01,42.468,2,9.20,43.187,4,14.00,1:20.806,3,9.70,45.026
