OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME
3,7.27,7.27,1,6.99,6.99,2,7.12,7.12,4,7.91,7.91
3,9.42,16.69,1,9.33,16.32,2,9.26,16.38,4,17.04,24.95
3,9.14,25.83,1,9.07,25.39,2,9.11,25.49,4,13.08,38.03
3,9.25,35.08,1,8.99,34.38,2,9.18,34.67,4,12.30,50.33
3,9.53,44.608,1,9.03,43.405,2,9.38,44.042,4,12.13,1:02.458
