Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
3,7.19,7.19,1,6.99,6.99,4,7.28,7.28,2,7.15,7.15
3,9.38,16.57,1,9.02,16.01,4,9.35,16.63,2,8.96,16.11
4,9.32,25.89,1,8.51,24.52,3,8.86,25.49,2,8.49,24.60
4,8.90,34.79,1,8.64,33.16,3,8.84,34.33,2,8.65,33.25
4,9.04,43.822,1,9.17,42.324,3,9.04,43.361,2,9.24,42.485
