Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME
1,7.00,7.00,3,7.47,7.47,2,7.23,7.23,4,7.66,7.66
1,9.31,16.31,3,9.72,17.19,2,9.63,16.86,4,9.61,17.27
1,8.57,24.88,3,9.35,26.54,2,9.55,26.41,4,9.66,26.93
1,8.70,33.58,2,9.47,36.01,3,9.90,36.31,4,9.66,36.59
1,8.97,42.548,2,9.68,45.684,3,9.85,46.155,4,9.67,46.259
